Catalog#,Artist,Title,Query_Spotify,Spotify_Album_Art_URL,Spotify_Artist_URL,Spotify_Album_URL,Trade_or_Sell,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Low,Median,High,Collection Notes,Artist Collection,Last modified time
MRG670,Fruit Bats,Gold Past Life,,https://i.scdn.co/image/ab67616d0000b273a4b2fcab8ba091bf1003d6b1,https://open.spotify.com/artist/6Qm9stX6XO1a4c7BXQDDgc,https://open.spotify.com/album/4fu8RdgNHUGQ61GP0sILpp,,Merge Records,"LP, Album",,,13792246,Uncategorized,2019-07-17 16:46,,,,,,2/4/2024 6:29pm
KC 34092,Willie Nelson,The Sound In Your Mind,,https://i.scdn.co/image/ab67616d0000b273a21d93bf125b3adbb795a60d,https://open.spotify.com/artist/5W5bDNCqJ1jbCgTxDD0Cb3,https://open.spotify.com/album/3d5AwnJrZpuP4iX59NUBwC,,"Columbia, Lone Star","LP, Album, Ter",,,1195607,Uncategorized,2020-03-17 05:07,,,,,,2/4/2024 6:52pm
19075830351,Leon Bridges,Good Thing,,https://i.scdn.co/image/ab67616d0000b273a47ee7a49c53ccdcb38dc874,https://open.spotify.com/artist/3qnGvpP8Yth1AqSBMqON5x,https://open.spotify.com/album/7J9fifadXb0PPSBWXctbi8,,Columbia,"LP, Album, 180",,,11949055,Uncategorized,2018-10-23 03:31,,,,,,2/4/2024 6:52pm
OSF-V1,Doc & Merle Watson,"Never The Same Way Once • Live At The Boarding House • Thursday, May 2, 1974",,https://i.scdn.co/image/ab67616d0000b273a3935cbe6933174354055774,"https://open.spotify.com/artist/01N1aZStXA4yGvkz4vRXtJ,https://open.spotify.com/artist/6lynZefatZW6zvh500EIKN",https://open.spotify.com/album/5cJh03Sy8v8o3i2zQhusLq,,Owsley Stanley Foundation,"2xLP, Album",,,11451112,Bluegrass,2019-11-26 03:21,,,,,,2/4/2024 6:43pm
R1 61913,Nada Surf,High/Low,,https://i.scdn.co/image/ab67616d0000b273a46129f913a7293b208dcc7b,https://open.spotify.com/artist/11zHPjHnZN0ACA50rSnTcy,https://open.spotify.com/album/4o7LG3LUbq67bPNMitn00L,checked,Elektra,"LP, Album, Club, RE, RM, Ora",,,7861228,Uncategorized,2018-10-23 04:28,,,,,,2/4/2024 6:48pm
CBS 25736,Willie Nelson,Without A Song,,https://i.scdn.co/image/ab67616d0000b273a3145799f9653a6b9dc9c0d9,https://open.spotify.com/artist/5W5bDNCqJ1jbCgTxDD0Cb3,https://open.spotify.com/album/3qKfcDBzn9DMdpmxJyOhMx,,CBS,"LP, Album",,,14723866,Uncategorized,2020-03-17 05:06,,,,,,2/4/2024 6:26pm
1166101424,Billy Strings,Renewal,,https://i.scdn.co/image/ab67616d0000b273a75104719bfe4d99b3675457,https://open.spotify.com/artist/1ZN1c1qWEGZNX1pGeKCPpf,https://open.spotify.com/album/2as5ea7TPPkXI2OINaMjZR,,Rounder Records,"2xLP, Album",,,20464237,Uncategorized,2022-11-05 20:25,,,,,,2/4/2024 6:31pm
1166100637,Billy Strings,Home,,https://i.scdn.co/image/ab67616d0000b273a75104719bfe4d99b3675457,https://open.spotify.com/artist/1ZN1c1qWEGZNX1pGeKCPpf,https://open.spotify.com/album/2as5ea7TPPkXI2OINaMjZR,,Rounder Records,"2xLP, Album",,,14197598,Bluegrass,2019-11-26 03:19,,,,,,2/4/2024 6:48pm
"JC 35305, 35305",Willie Nelson,Stardust,,https://i.scdn.co/image/ab67616d0000b273a37843580292303fda614a8f,https://open.spotify.com/artist/5W5bDNCqJ1jbCgTxDD0Cb3,https://open.spotify.com/album/38uGoW7jS8jjJMvZA26sRq,,"Columbia, Columbia","LP, Album, San",,,626367,Uncategorized,2022-12-01 20:19,,,,,,2/4/2024 6:30pm
W 2764,The Grateful Dead,The Best Of The Grateful Dead: Skeletons From The Closet,,https://i.scdn.co/image/ab67616d0000b273aa6d9c3247dd7244683879fa,https://open.spotify.com/artist/4TMHGUX5WI7OOm53PqSDAT,https://open.spotify.com/album/3qzvxfhCWUYsJuVSOSv0AP,,Warner Bros. Records,"LP, Comp, RP, Win",,,468378,Uncategorized,2019-07-29 23:15,,,,,,2/4/2024 6:53pm
"SRZ-2-1502, 9198.508",Frank Zappa,Joe's Garage Acts II & III,,https://i.scdn.co/image/ab67616d0000b273aa7ac662f49e6ac185cba6be,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/6uJkCskko3O83SRYWQVsjS,checked,"Zappa Records, Zappa Records","2xLP, Album, Kee",,,1027095,Uncategorized,2020-03-17 02:16,,,,,Zappa,2/4/2024 6:52pm
SRZ-1-1603,Frank Zappa,Joe's Garage Act I,,https://i.scdn.co/image/ab67616d0000b273aa7ac662f49e6ac185cba6be,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/6uJkCskko3O83SRYWQVsjS,checked,Zappa Records,"LP, Album, 72,",,,1473127,Uncategorized,2020-03-17 02:15,,,,,Zappa,2/4/2024 6:51pm
CAL-2428,Elvis Presley,Elvis' Christmas Album,,https://i.scdn.co/image/ab67616d0000b273aa509be2dd24fb6c753cf292,https://open.spotify.com/artist/43ZHCT0cAZBISjO8DG9PnE,https://open.spotify.com/album/6zk4RKl6JFlgLCV4Z7DQ7N,,RCA Camden,"LP, Album, Mono, Hol",,,1421937,Uncategorized,2020-03-21 23:55,,,,,,2/4/2024 6:28pm
803020161917,Shovels And Rope,O' Be Joyful,,https://i.scdn.co/image/ab67616d0000b273ab055c545719f717ebf35bcb,https://open.spotify.com/artist/1M3BVQ36cqPQix8lQNCh4K,https://open.spotify.com/album/6YEijTlqiq6aidUCEGHysk,,"Dualtone, Shrimp Records","LP, Cre + CD + Album",5,,3800080,Uncategorized,2018-10-21 19:40,,,,,,2/4/2024 6:29pm
GLS 16501,Foy Vance,Live At Bangor Abbey,,https://i.scdn.co/image/ab67616d0000b273ac8518ed02b2f69dc79fb62f,https://open.spotify.com/artist/4bUqnkrDrb4f7rqmDR9yDu,https://open.spotify.com/album/2WA4B5RorRArr8ow9MlQ3e,,Glassnote (2),2xLP,,,7007183,Uncategorized,2018-10-24 02:00,,,,,,2/4/2024 6:30pm
"V6-5045X, V6-5045",The Mothers,We're Only In It For The Money,,https://i.scdn.co/image/ab67616d0000b273ad2713812641bbc3434275a1,https://open.spotify.com/artist/3P2gYnypDVi90ZavnaAhfL,https://open.spotify.com/album/3u1f0ziKFCkqcHUQ0AldCU,,"Verve Records, Verve Records","LP, Album, Fir",,,431258,Uncategorized,2020-03-17 02:22,,,,,,2/4/2024 6:28pm
"LITA 026, JSS-5",Betty Davis,Betty Davis,,https://i.scdn.co/image/ab67616d0000b273ae5a36b32a0ee7283424af80,https://open.spotify.com/artist/5Ryxgm3uLvQOsw4H5ZpHDn,https://open.spotify.com/album/6fNx8ioP99WoRiLidrqrmz,,"Light In The Attic, Just Sunshine Records","LP, Album, Club, RE, RM, RP, Sil",,,10549758,Uncategorized,2018-10-21 21:17,,,,,,2/4/2024 6:29pm
SH-3768,Blue Rose,Blue Rose,,https://i.scdn.co/image/ab67616d0000b273b1ccafd4c32a256fdadd4e87,"https://open.spotify.com/artist/3Kq1Y1DLYCLgARBE3UnJJR,https://open.spotify.com/artist/6ayMFFvngzfGW3kml4raae",https://open.spotify.com/album/59uZ8adAVMdWv7ZWWHoBPG,,Sugar Hill Records (2),LP,,,3043623,Bluegrass,2018-10-21 21:24,,,,,,2/4/2024 6:53pm
075597904536,Molly Tuttle & Golden Highway,City of Gold,,https://i.scdn.co/image/ab67616d0000b273b3d33e0b6ebaedd225889845,"https://open.spotify.com/artist/4LX0KCPnH7gvxEbVXqXmAE,https://open.spotify.com/artist/1KVw3QwEmC8QMrpz0SV05n",https://open.spotify.com/album/3LAherx4Gg7LCOWQo25lBK,,Nonesuch,"LP, Album, Ltd, Gol",,,27822093,Uncategorized,2024-02-03 10:18,,,,,,2/4/2024 6:52pm
SC295,Damien Jurado,Brothers And Sisters Of The Eternal Son,,https://i.scdn.co/image/ab67616d0000b273b4c5a76ee45bc69ba5289539,https://open.spotify.com/artist/79JJCxCCfJ8HufX6w8q2k4,https://open.spotify.com/album/1RRHi23DOwVOwimc3BjnBv,,Secretly Canadian,"LP, Album",,,5311255,Uncategorized,2018-10-23 04:10,,,,,,2/4/2024 6:56pm
"PAX-AM 041, 1790021737",Ryan Adams,Vampires,,https://i.scdn.co/image/ab67616d0000b273b5a09b9adffb2167b7005845,https://open.spotify.com/artist/2qc41rNTtdLK0tV3mJn2Pm,https://open.spotify.com/album/5jdyCnPWwkzCLcDUQ3L0NJ,checked,"Pax Americana Record Company, Pax Americana Record Company","7"", Red",,,6227004,Uncategorized,2020-03-17 05:24,,,,,Ryan Adams,2/4/2024 6:48pm
none,Leif Vollebekk,North Americana,,https://i.scdn.co/image/ab67616d0000b273b15b809d1c5eeaac7e451dc4,https://open.spotify.com/artist/3jzXlBF2157k4exx7idecs,https://open.spotify.com/album/4s9YcRjOOV0m22xeSGIRGl,,Outside Music,"LP, Album, 180",,,4549706,Uncategorized,2018-10-24 02:00,,,,,,2/4/2024 6:30pm
"FA 2328, SFW 40023, SFW40023",Big Bill Broonzy,Big Bill Broonzy Sings Folk Songs,,https://i.scdn.co/image/ab67616d0000b273b18f7e8698d5c182f0bbf914,https://open.spotify.com/artist/6HwigzRpuWoCZDqMOQc5eu,https://open.spotify.com/album/0hLnqHwlemaMEzC2DkvPQn,,"Folkways Records, Smithsonian Folkways Recordings, Smithsonian Folkways Recordings","LP, Album, Mono, Club, RE, RM, 180",,,8067357,Uncategorized,2018-10-21 20:02,,,,,,2/4/2024 6:49pm
none,Greensky Bluegrass,If Sorrows Swim,,https://i.scdn.co/image/ab67616d0000b273b26aa443332e4ccd14d42c0b,https://open.spotify.com/artist/33bzrYoIWLx5uox3y0VtHn,https://open.spotify.com/album/1jnmGCx7YTjj5RWBMPXmkH,,Big Blue Zoo Records,"2xLP, Album",,,6149500,Bluegrass,2018-10-21 19:44,,,,,,2/4/2024 6:53pm
7 4789 1,Alison Brown,On Banjo,,https://i.scdn.co/image/ab67616d0000b273b32c1a3d65bc4b224926c389,https://open.spotify.com/artist/01ts5a7R3WkeE2oKIouXEK,https://open.spotify.com/album/7CqjRvc9ipzOlZ1D7ksG6M,,Compass Records,"LP, Album, Ltd, Gol",5,,27556398,Uncategorized,2024-02-03 10:14,,,,,,2/4/2024 6:56pm
88691926701,The Shins,Port Of Morrow,,https://i.scdn.co/image/ab67616d0000b273b95a7b881ceea7ae051f86a3,https://open.spotify.com/artist/4LG4Bs1Gadht7TCrMytQUO,https://open.spotify.com/album/4ZTcGoOrNro2aCAStXEjZi,,"Columbia, Aural Apothecary Records","LP, Album",,,3485990,Uncategorized,2018-10-21 21:53,,,,,,2/4/2024 6:55pm
"PAX-AM 047, 1790022543",Ryan Adams,Willow Lane,,https://i.scdn.co/image/ab67616d0000b273b163db95669167ea24a5fb50,https://open.spotify.com/artist/2qc41rNTtdLK0tV3mJn2Pm,https://open.spotify.com/album/0C2QupaKiD1TdXlwjg2VOL,checked,"Pax Americana Record Company, Pax Americana Record Company","7"", Single, Ltd",,,7366690,Uncategorized,2020-03-17 05:19,,,,,Ryan Adams,2/4/2024 6:42pm
88985420001,Fiona Apple,Tidal,,https://i.scdn.co/image/ab67616d0000b273b254ca0983d65ede8e3d2f7a,https://open.spotify.com/artist/3g2kUQ6tHLLbmkV7T4GPtL,https://open.spotify.com/album/5gVBXH8MT6zfdRkjp7qT18,,"Epic, Clean Slate, Sony Music Commercial Music Group","2xLP, Album, Club, RE, RM, 180",1,,10241165,Uncategorized,2019-07-24 16:42,,,,,,2/4/2024 6:52pm
AD 2001,Charlie Cline (2),Country Dobro,,https://i.scdn.co/image/ab67616d0000b273b957dccb5b8a08aa89111d0d,https://open.spotify.com/artist/6CxZzQFUTM6AzgluGwtq5w,https://open.spotify.com/album/28HcjLBR5KSz5QrnRz7kSP,,Adelphi Records,"LP, Album",,,4830187,Bluegrass,2018-10-21 21:38,,,,,,2/4/2024 6:53pm
FV 41412,Huey Lewis & The News,Sports,,https://i.scdn.co/image/ab67616d0000b273b2859f52c3d6deba5f6abf8c,https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6,https://open.spotify.com/album/5jyfyM8Cinnh05OswtWv41,,Chrysalis,"LP, Album, Car",,,497769,Uncategorized,2020-03-17 04:26,,,,,,2/4/2024 6:53pm
AA-1046,Jimmy Buffett,Son Of A Son Of A Sailor,,https://i.scdn.co/image/ab67616d0000b273b065002ec760593ec9dbe305,https://open.spotify.com/artist/28AyklUmMECPwdfo8NEsV0,https://open.spotify.com/album/56JCyRFdBu8cTxla0VrGLK,,ABC Records,"LP, Album, Yel",,,6609156,Uncategorized,2020-03-21 23:59,,,,,,2/4/2024 6:52pm
563374-1,Devin Dawson,Dark Horse,,https://i.scdn.co/image/ab67616d0000b273b1261197f41e760583df46bb,https://open.spotify.com/artist/2ySHS7UojGu20XfUPaBlyu,https://open.spotify.com/album/0veZCRGPKNnX0ufHxiUnTM,,Atlantic,"LP, Album",,,11471672,Modern Country,2018-10-21 20:33,,,,,,2/4/2024 6:48pm
88697-32670-1,Ray Lamontagne,Gossip In The Grain,,https://i.scdn.co/image/ab67616d0000b273b73283373bf715a7e8adb87a,https://open.spotify.com/artist/6DoH7ywD5BcQvjloe9OcIj,https://open.spotify.com/album/2CbLBSlkvh2vR4JRLDRQso,,RCA,"2xLP, Album, 180",,,2076386,Uncategorized,2018-10-21 20:15,,,,,,2/4/2024 6:23pm
FE 37193,Ricky Skaggs,Waitin' For The Sun To Shine,,https://i.scdn.co/image/ab67616d0000b273baf05b24afa592fe6ef6d444,https://open.spotify.com/artist/0uNC9XuH437fKCCMuzvSks,https://open.spotify.com/album/7d8pkWSqNHRDeJh3qu9DDa,,Epic,"LP, Album, Promo",,,3742699,Uncategorized,2019-09-30 22:10,,,,,,2/4/2024 6:56pm
759740731025,Trout Steak Revival,Spirit To The Sea,,https://i.scdn.co/image/ab67616d0000b273bb3c7e281bca928608c2d5a9,https://open.spotify.com/artist/7gf4unCQOlGg7UD38XzqPd,https://open.spotify.com/album/3zG1NInyGjZ2xi00MfnypC,,Trout Steak Revival,"LP, Album",5,,12173308,Bluegrass,2019-09-30 22:01,,,,,,2/4/2024 6:30pm
SP 625,The Shins,Chutes Too Narrow,,https://i.scdn.co/image/ab67616d0000b273bc422a05d5cc2beb7a5b181c,https://open.spotify.com/artist/4LG4Bs1Gadht7TCrMytQUO,https://open.spotify.com/album/2fxQs4i9HfyRME7zjp0ZnB,,Sub Pop,"LP, Album, RP, Gat",5,,484026,Uncategorized,2018-10-24 01:53,,,,,,2/4/2024 6:52pm
"B0032667-01, MGV-8099, 0600753458877",Billie Holiday,Lady Sings The Blues,,https://i.scdn.co/image/ab67616d0000b273bcbe631265927b8ed01ac276,https://open.spotify.com/artist/1YzCsTRb22dQkh9lghPIrp,https://open.spotify.com/album/4Es5UWdUtj8CYn99AqCWPo,,"Verve Records, Universal Music Special Markets, Verve Records, Verve Records, Universal Music Special Markets","LP, Album, Club, RE, RM, Blu",,,16419225,Uncategorized,2021-01-05 08:55,,,,,,2/4/2024 6:56pm
CBS 81225,Mott The Hoople,Greatest Hits,,https://i.scdn.co/image/ab67616d0000b273bcdef3b735611944bdfb1d7e,https://open.spotify.com/artist/6ysQi6NI88X627t2srsWz6,https://open.spotify.com/album/0O6SLbYtt9hwSd6xeCSDyB,checked,CBS,"LP, Comp",,,2397355,Uncategorized,2020-03-22 00:02,,,,,,2/4/2024 6:48pm
WIGLP229X-VMP,Dirty Projectors,Bitte Orca,,https://i.scdn.co/image/ab67616d0000b273bd8aa0e969803c31f91ff79c,https://open.spotify.com/artist/5VF0YkVLeVD4ytyiyVSIiF,https://open.spotify.com/album/2Geg4mwE8z9DO5BSSUoMKz,checked,Domino,"LP, Album, Blu + LP, Comp, Red + Club, RE",,,14622939,Uncategorized,2020-02-19 00:56,,,,,,2/4/2024 6:48pm
7 4764 1,Molly Tuttle,...but I'd Rather Be With You,,https://i.scdn.co/image/ab67616d0000b273bd61d68d57b83aac6dd81938,https://open.spotify.com/artist/4LX0KCPnH7gvxEbVXqXmAE,https://open.spotify.com/album/1Misn812Z5W216eNI7NuIy,,Compass Records,"LP, Album",,,15838003,Uncategorized,2020-11-16 02:08,,,,,,2/4/2024 6:43pm
HL 7338,Bill Monroe & His Blue Grass Boys,The Original Blue Grass Sound,,https://i.scdn.co/image/ab67616d0000b273bdd28656120a0695433673f9,https://open.spotify.com/artist/64vAECmFoB6mi7n1zTRwR8,https://open.spotify.com/album/3jOrYZPtUL54bBR71yGixE,,Harmony (4),"LP, Comp",,,4839921,Uncategorized,2022-12-01 20:14,,,,,,2/4/2024 6:30pm
MCA-5214 ,Bill Monroe,Master Of Bluegrass,,https://i.scdn.co/image/ab67616d0000b273bdd28656120a0695433673f9,https://open.spotify.com/artist/64vAECmFoB6mi7n1zTRwR8,https://open.spotify.com/album/3jOrYZPtUL54bBR71yGixE,,MCA Records,"LP, Album",,,7361107,Uncategorized,2022-11-05 19:50,,,,,,2/4/2024 6:43pm
V6-5068X,The Mothers,Mothermania (The Best Of The Mothers),,https://i.scdn.co/image/ab67616d0000b273bf77ec4fe60aa3163d91e767,https://open.spotify.com/artist/0e86yPdC41PGRkLp2Q1Bph,https://open.spotify.com/album/41U6Qbx5KxhHYIuwlK3lXA,,"Verve Records, Bizarre Records","LP, Comp",,,546642,Uncategorized,2020-03-17 02:32,,,,,,2/4/2024 6:30pm
KH 30758,Tony Bennett,The Very Thought Of You,,https://i.scdn.co/image/ab67616d0000b273bfaff28ff8f72f71ad975770,https://open.spotify.com/artist/2lolQgalUvZDfp5vvVtTYV,https://open.spotify.com/album/2zpZloLD6haM3GzorLdfoC,checked,Harmony (4),"LP, Comp",,,4308572,Uncategorized,2018-10-24 03:13,,,,,,2/4/2024 6:48pm
NA 5164,Ayalew Mesfin,Hasabe - My Worries,,https://i.scdn.co/image/ab67616d0000b273c00ba19891a359c0010976a4,https://open.spotify.com/artist/66DQqgrnN1Tfr3e8ChRCw3,https://open.spotify.com/album/5pYrJ7IC38fEHudYN7AQ1R,checked,Now-Again Records,"LP, Comp, Club, Mar",,,11544269,Uncategorized,2018-10-21 21:04,,,,,,2/4/2024 6:52pm
"NW5379, NW5365",Caroline Rose,Superstar,,https://i.scdn.co/image/ab67616d0000b273c0e40fc1088b7604d92f063e,https://open.spotify.com/artist/06W84OT2eFUNVwG85UsxJw,https://open.spotify.com/album/0t3bYFMzeZg2iO5yVCUpIG,,"New West Records, New West Records","LP, Album, Club, Pin",,,14903657,Uncategorized,2020-03-17 02:38,,,,,,2/4/2024 6:48pm
none,Circles Around The Sun,Meets Joe Russo,,https://i.scdn.co/image/ab67616d0000b273c2c49875c86aab73105e2b0a,"https://open.spotify.com/artist/4Aixcj6XBhqbdEHDKS7QcH,https://open.spotify.com/artist/6IBqjWy0ZvqhVTBjtLJgYV",https://open.spotify.com/album/4HOhtfUcoy8CtgQACjqLlt,,The Royal Potato Family,"12"", EP, Ltd",,,14339420,Uncategorized,2019-11-26 03:23,,,,,,2/4/2024 6:27pm
RR03870LPD2C1,Nickel Creek,Celebrants,,https://i.scdn.co/image/ab67616d0000b273c3c1e704f643e1f5975dd524,https://open.spotify.com/artist/3bcLBxvaI7GsBzGp3WHnwQ,https://open.spotify.com/album/2ruZGj3O7oL91f9re3BXLq,,Repair Records (2),"2xLP, Album, Iri",,,26539976,Uncategorized,2023-04-02 08:04,,,,,,2/4/2024 6:52pm
SP 705,The Shins,Wincing The Night Away,,https://i.scdn.co/image/ab67616d0000b273c4d77bad843dfae691cca473,https://open.spotify.com/artist/4LG4Bs1Gadht7TCrMytQUO,https://open.spotify.com/album/4Tm0dXi3s3aSAqng2DACHr,,Sub Pop,"LP, Album",5,,891539,Uncategorized,2018-10-23 03:31,,,,,,2/4/2024 6:44pm
1-526280,Iron And Wine,Kiss Each Other Clean,,https://i.scdn.co/image/ab67616d0000b273c7e4feaac0ae5448d4bb4f96,https://open.spotify.com/artist/4M5nCE77Qaxayuhp3fVn4V,https://open.spotify.com/album/4hQrMKUocaKJjrv2jxgI9l,,Warner Bros. Records,"LP, Album, TP",,,9241536,Uncategorized,2018-10-23 03:24,,,,,,2/4/2024 6:27pm
088 170 333-1,Ryan Adams,Demolition,,https://i.scdn.co/image/ab67616d0000b273c9e8568c22cd4e1e6ca8fb26,https://open.spotify.com/artist/2qc41rNTtdLK0tV3mJn2Pm,https://open.spotify.com/album/748GLnbrpsibJyQ5HvxV8q,checked,Lost Highway,"LP, Album",,,1029389,Uncategorized,2018-10-23 04:05,,,,,Ryan Adams,2/4/2024 6:47pm
"ATO0117, 88088217561",Umphrey's McGee,Death By Stereo,,https://i.scdn.co/image/ab67616d0000b273c32b4606d5e5473b3ffcbb41,https://open.spotify.com/artist/7mQilAy42MqNPqUFqK4Z0o,https://open.spotify.com/album/3KeeYQ5Z0D690WaMF5oYBL,checked,"ATO Records, ATO Records","2xLP, Album, Gat + CD, Album",2,,3401560,Uncategorized,2018-10-21 22:21,,,,,,2/4/2024 6:48pm
559329-1,Gorillaz,Demon Days,,https://i.scdn.co/image/ab67616d0000b273c73a7bb15f43bae86215934b,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,https://open.spotify.com/album/0YvYmLBFFwYxgI4U9KKgUm,checked,"Warner Bros. Records, Parlophone","2xLP, Album, Club, RE, RM, Red",,,10008497,Uncategorized,2019-07-23 15:57,,,,,,2/4/2024 6:48pm
UA-LA934-H,Kenny Rogers,The Gambler,,https://i.scdn.co/image/ab67616d0000b273c289ed4316aaab5a5b7376c1,https://open.spotify.com/artist/4tw2Lmn9tTPUv7Gy7mVPI4,https://open.spotify.com/album/3XdvQjIMjdwxRivZrg1ziJ,,United Artists Records,"LP, Album",,,890916,Uncategorized,2020-03-17 05:01,,,,,,2/4/2024 6:26pm
"DOC150LP-C2, DOC150",Mitski,Be The Cowboy,,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,https://open.spotify.com/artist/2uYWxilOVlUdk4oV9DvwqK,https://open.spotify.com/album/42cH7mrkfljkqkxA2Ip9Xq,checked,"Dead Oceans, Dead Oceans","LP, Album, Club, Red",,,12339557,Uncategorized,2018-10-21 20:37,,,,,,2/4/2024 6:49pm
"BTE 32088 7243 5 32088 1 3, BTE 32088",Norah Jones,Come Away With Me,,https://i.scdn.co/image/ab67616d0000b273c648a42b5dad72c8aafceeec,https://open.spotify.com/artist/2Kx7MNY7cI1ENniW7vT30N,https://open.spotify.com/album/3ArSFkv4OQOosOvYTrZNIl,,"Blue Note, Blue Note","LP, Album, RE",,,5432533,Uncategorized,2018-10-23 03:29,,,,,,2/4/2024 6:44pm
JLLP 1,Julian Lennon,Valotte,,https://i.scdn.co/image/ab67616d0000b273c672aa5438e29477a6efd359,https://open.spotify.com/artist/4Tvos0a5rRrBu4Oodu5f79,https://open.spotify.com/album/71LuqVTeFRv7LnFADYEi8W,,"Charisma, Virgin","LP, Album",,,1300846,Uncategorized,2020-03-17 04:27,,,,,,2/4/2024 6:30pm
FE 39410,Ricky Skaggs,Country Boy,,https://i.scdn.co/image/ab67616d0000b273c697b8ce30915dd661125121,https://open.spotify.com/artist/0uNC9XuH437fKCCMuzvSks,https://open.spotify.com/album/0ERhF5s5mxW0cNBtVoLkrB,,Epic,"LP, Album, Car",,,2306634,Uncategorized,2022-12-01 20:12,,,,,,2/4/2024 6:29pm
0151,Ricky Skaggs,Family & Friends,,https://i.scdn.co/image/ab67616d0000b273c697b8ce30915dd661125121,https://open.spotify.com/artist/0uNC9XuH437fKCCMuzvSks,https://open.spotify.com/album/0ERhF5s5mxW0cNBtVoLkrB,,Rounder Records,"LP, Album, Wak",,,3020137,Uncategorized,2022-12-01 20:13,,,,,,2/4/2024 6:44pm
LVR00226,St. Vincent,Masseduction,,https://i.scdn.co/image/ab67616d0000b273c5819ccc3fbcd68e3fe0ebd2,https://open.spotify.com/artist/7bcbShaqKdcyjnmv4Ix8j6,https://open.spotify.com/album/4RoOGpdrgfiIUyv0kLaC4e,checked,Loma Vista,"LP, Album, Club, Blu",,,11130348,Uncategorized,2018-10-21 22:10,,,,,,2/4/2024 6:51pm
"R1 78976, 78976",Black Sabbath,Paranoid,,https://i.scdn.co/image/ab67616d0000b273c199494ba9ea2b73e9208f91,https://open.spotify.com/artist/5M52tdBnJaKSvOpJGz8mfZ,https://open.spotify.com/album/7pGb2cOGVz6vLyaZaKOQ7D,checked,"Warner Bros. Records, Warner Bros. Records","LP, Album, Club, RE, RP, S/Edition, Pur",,,7727104,Uncategorized,2018-10-21 20:01,,,,,,2/4/2024 6:42pm
HUB009,Dawes,Passwords,,https://i.scdn.co/image/ab67616d0000b273ca2f700861d2579eee984c1d,https://open.spotify.com/artist/0CDUUM6KNRvgBFYIbWxJwV,https://open.spotify.com/album/1EPqf0Bfgbm2iMnne0WLVx,,HUB Records (7),"2xLP, Album",,,12161016,Uncategorized,2018-10-21 21:33,,,,,,2/4/2024 6:53pm
"RVL 7504, 814 450-1",John Cougar Mellencamp,Uh-Huh,,https://i.scdn.co/image/ab67616d0000b273cd949894aa0df080ed50ff9b,https://open.spotify.com/artist/3lPQ2Fk5JOwGWAF3ORFCqH,https://open.spotify.com/album/1p4YwrjrP7t6Rfb755yoTQ,,"Riva (2), Riva (2)","LP, Album, 26 ",,,542107,Uncategorized,2020-03-17 04:29,,,,,,2/4/2024 6:30pm
"PAX-AM 042, 2537919871",Ryan Adams,Do You Laugh When You Lie?,,https://i.scdn.co/image/ab67616d0000b273ce02349f20ec4e91f3c92cd6,https://open.spotify.com/artist/2qc41rNTtdLK0tV3mJn2Pm,https://open.spotify.com/album/4HXxIsyQsD5Xz5mwSavaGm,checked,"Pax Americana Record Company, Pax Americana Record Company","7""",,,6375726,Uncategorized,2020-03-17 05:24,,,,,Ryan Adams,2/4/2024 6:49pm
SP 808,Iron And Wine,Around The Well,,https://i.scdn.co/image/ab67616d0000b273d1bda10582c382a04e3e6140,https://open.spotify.com/artist/4M5nCE77Qaxayuhp3fVn4V,https://open.spotify.com/album/5tOzXq44rU4yCCVY94f6m7,,Sub Pop,"2xLP, Comp + 12"", S/Sided, Etch",,,1786285,Uncategorized,2018-10-23 04:06,,,,,,2/4/2024 6:49pm
FC 37951,Willie Nelson,Always On My Mind,,https://i.scdn.co/image/ab67616d0000b273d1c4c7921ae226655794e035,https://open.spotify.com/artist/5W5bDNCqJ1jbCgTxDD0Cb3,https://open.spotify.com/album/7IZ5H4tIiVSnbgdoE5OhuG,,Columbia,"LP, Album, Ter",,,1202919,Uncategorized,2019-07-22 17:44,,,,,,2/4/2024 6:27pm
886978480019,Ray LaMontagne And The Pariah Dogs,Live Fall 2010,,https://i.scdn.co/image/ab67616d0000b273d6a05bd7c15919e93d242470,https://open.spotify.com/artist/6DoH7ywD5BcQvjloe9OcIj,https://open.spotify.com/album/2DQHgaOMVOs2OKLaksiMx9,,RCA,"12""",,,2832799,Uncategorized,2018-10-21 21:40,,,,,,2/4/2024 6:31pm
88697 39844-1,Ray Lamontagne,Trouble,,https://i.scdn.co/image/ab67616d0000b273d6a05bd7c15919e93d242470,https://open.spotify.com/artist/6DoH7ywD5BcQvjloe9OcIj,https://open.spotify.com/album/2DQHgaOMVOs2OKLaksiMx9,,"RCA, Legacy","LP, Album, RE, 180",,,1878781,Uncategorized,2018-10-21 20:14,,,,,,2/4/2024 6:31pm
